tourney_name,surface,tourney_level,tourney_date,year,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_age_category,winner_rank,winner_rank_points,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_age_category,loser_rank,loser_rank_points,score,best_of,w_ace,w_bpSaved,w_bpFaced,l_ace,l_bpSaved,l_bpFaced
Davis Cup G1 R1: CHI vs DOM,Clay,D,2016-03-04,2016,Christian Garin,R,186,CHI,19,muy joven,383,116,Manuel Castellanos,R,186,DOM,19,muy joven,65,758,6-1 6-2,3,7,0,1,0,4,9
Davis Cup G1 R1: CHI vs DOM,Clay,D,2016-03-04,2016,Gonzalo Lama,R,186,CHI,22,joven,263,199,Jose Olivares,R,186,DOM,19,muy joven,1250,6,6-4 6-0,3,1,4,4,1,2,6
Davis Cup G1 R2: CHN vs UZB,Clay,D,2016-07-15,2016,Ze Zhang,R,186,CHN,26,joven,172,313,Farrukh Dustov,R,196,UZB,30,adulto,225,240,1-6 6-4 6-4 6-2,5,3,10,17,2,5,14
Davis Cup G1 R2: CHN vs UZB,Clay,D,2016-07-15,2016,Denis Istomin,R,188,UZB,29,adulto,97,611,Di Wu,R,186,CHN,24,joven,175,308,6-4 6-4 6-2,5,10,4,6,0,10,16
Davis Cup G1 R2: CHN vs UZB,Clay,D,2016-07-15,2016,Ze Zhang,R,186,CHN,26,joven,172,313,Denis Istomin,R,188,UZB,29,adulto,97,611,3-6 7-5 2-6 6-1 6-4,5,8,14,20,13,6,13
Davis Cup G1 R2: CHN vs UZB,Clay,D,2016-07-15,2016,Farrukh Dustov,R,196,UZB,30,adulto,225,240,Di Wu,R,186,CHN,24,joven,175,308,7-6(1) 6-3 7-6(5),5,2,11,15,1,18,23
Davis Cup G1 R2: IND vs KOR,Grass,D,2016-07-15,2016,Ramkumar Ramanathan,R,186,IND,21,joven,217,250,Seong Chan Hong,R,186,KOR,19,muy joven,427,93,6-3 2-6 6-3 6-5 RET,3,7,4,8,4,5,11
Davis Cup G1 R2: IND vs KOR,Grass,D,2016-07-15,2016,Saketh Myneni,R,186,IND,28,adulto,150,377,Yong Kyu Lim,U,186,KOR,25,joven,626,43,6-1 3-6 6-4 3-6 5-2 RET,3,21,8,12,11,10,16
Davis Cup G1 R2: IND vs KOR,Grass,D,2016-07-15,2016,Rohan Bopanna,R,190,IND,36,viejo,42,1009,Hong Chung,L,186,KOR,23,joven,655,39,3-6 6-4 6-4,3,25,2,5,1,6,9
Davis Cup G1 R2: IND vs KOR,Grass,D,2016-07-15,2016,Yong Kyu Lim,U,186,KOR,25,joven,626,43,Ramkumar Ramanathan,R,186,IND,21,joven,217,250,6-3 5-7 7-6(2),3,13,6,8,17,7,9
Davis Cup G1 R1: NZL vs KOR,Hard,D,2016-03-04,2016,Seong Chan Hong,R,186,KOR,18,muy joven,438,93,Jose Rubin Statham,R,183,NZL,28,adulto,416,101,6-4 6-3 4-6 7-6(6),5,6,15,24,1,10,21
Davis Cup G1 R1: NZL vs KOR,Hard,D,2016-03-04,2016,Hyeon Chung,R,186,KOR,19,muy joven,63,764,Michael Venus,R,186,NZL,28,adulto,841,21,6-4 7-5 6-1,5,8,1,2,19,19,25
Davis Cup G1 R1: NZL vs KOR,Hard,D,2016-03-04,2016,Hyeon Chung,R,186,KOR,19,muy joven,63,764,Jose Rubin Statham,R,183,NZL,28,adulto,416,101,6-2 6-4 6-2,5,2,2,4,6,1,8
Davis Cup G1 R1: PAK vs CHN,Clay,D,2016-03-04,2016,Ze Zhang,R,186,CHN,25,joven,195,271,Aqeel Khan,R,186,PAK,36,viejo,1774,1,6-4 6-2 6-2,3,8,3,4,2,8,14
Davis Cup G1 R1: PAK vs CHN,Clay,D,2016-03-04,2016,Di Wu,R,186,CHN,24,joven,172,324,Yasir Khan,R,186,PAK,26,joven,65,758,3-6 6-1 6-4 6-2,5,7,5,8,6,12,19
Davis Cup G1 R1: PAK vs CHN,Clay,D,2016-03-04,2016,Di Wu,R,186,CHN,24,joven,172,324,Mahammad Abid,U,186,PAK,21,joven,65,758,6-1 6-0,3,4,3,4,1,3,9
Davis Cup G1 R1: PAK vs CHN,Clay,D,2016-03-04,2016,Ze Zhang,R,186,CHN,25,joven,195,271,Yasir Khan,R,186,PAK,26,joven,65,758,6-3 6-0,3,4,0,1,2,3,9
Davis Cup G1 R2: ESP vs ROU,Hard,D,2016-07-15,2016,Feliciano Lopez,L,188,ESP,34,viejo,20,1675,Marius Copil,R,193,ROU,25,joven,163,338,7-6(4) 5-7 6-4 3-6 6-3,5,12,9,13,33,6,10
Davis Cup G1 R2: ESP vs ROU,Hard,D,2016-07-15,2016,Roberto Bautista Agut,R,186,ESP,28,adulto,15,2060,Adrian Ungur,R,178,ROU,31,adulto,185,289,6-3 6-2 6-1,3,6,1,2,1,6,13
Davis Cup G1 R2: ESP vs ROU,Hard,D,2016-07-15,2016,Roberto Bautista Agut,R,186,ESP,28,adulto,15,2060,Florin Mergea,R,180,ROU,31,adulto,65,758,6-4 6-3 6-2,3,5,3,4,5,5,10
Davis Cup G1 R2: ESP vs ROU,Hard,D,2016-07-15,2016,Pablo Carreno Busta,R,186,ESP,24,joven,46,950,Adrian Ungur,R,178,ROU,31,adulto,185,289,6-3 7-6(5),3,4,1,2,5,3,5
Davis Cup G1 R1: HUN vs ISR,Clay,D,2016-03-04,2016,Peter Nagy,U,186,HUN,23,joven,612,50,Dudi Sela,R,175,ISR,30,adulto,89,613,6-2 6-3 4-6 4-6 6-1,5,2,8,15,2,8,19
Davis Cup G1 R1: HUN vs ISR,Clay,D,2016-03-04,2016,Marton Fucsovics,R,186,HUN,24,joven,203,260,Amir Weintraub,R,188,ISR,29,adulto,197,267,6-4 6-2 7-5,5,10,4,7,1,5,12
Davis Cup G1 R1: HUN vs ISR,Clay,D,2016-03-04,2016,Edan Leshem,U,186,ISR,18,muy joven,566,58,Gabor Borsos,U,186,HUN,24,joven,809,25,4-6 6-4 7-6(3),3,2,7,11,2,4,8
Davis Cup G1 R1: HUN vs ISR,Clay,D,2016-03-04,2016,Amir Weintraub,R,188,ISR,29,adulto,197,267,Peter Nagy,U,186,HUN,23,joven,612,50,5-7 6-4 6-2,3,4,1,7,1,7,15
Davis Cup G1 R2: HUN vs SVK,Clay,D,2016-07-15,2016,Andrej Martin,R,180,SVK,26,joven,122,481,Peter Nagy,U,186,HUN,24,joven,431,93,6-4 6-2 6-4,3,3,5,9,0,4,12
Davis Cup G1 R2: HUN vs SVK,Clay,D,2016-07-15,2016,Jozef Kovalik,R,186,SVK,23,joven,124,476,Marton Fucsovics,R,186,HUN,24,joven,165,330,6-7(5) 6-4 7-6(5) 6-1,5,2,5,10,5,15,23
Davis Cup G1 R1: POR vs AUT,Hard,D,2016-03-04,2016,Joao Sousa,R,186,POR,26,joven,37,1146,Gerald Melzer,L,186,AUT,25,joven,116,504,6-1 7-5 6-2,5,9,8,10,0,2,9
Davis Cup G1 R1: POR vs AUT,Hard,D,2016-03-04,2016,Dominic Thiem,R,186,AUT,22,joven,14,2430,Gastao Elias,R,178,POR,25,joven,121,480,3-6 7-5 6-3 1-6 7-6(6),5,4,4,8,15,7,10
Davis Cup G1 R1: POR vs AUT,Hard,D,2016-03-04,2016,Dominic Thiem,R,186,AUT,22,joven,14,2430,Joao Sousa,R,186,POR,26,joven,37,1146,6-2 6-4 6-2,3,4,1,1,0,2,7
Davis Cup G1 R1: POR vs AUT,Hard,D,2016-03-04,2016,Dennis Novak,R,186,AUT,22,joven,238,221,Pedro Sousa,R,180,POR,27,adulto,518,67,6-4 6-3,3,4,7,7,1,7,9
Davis Cup G1 R1: ROU vs SLO,Hard,D,2016-03-04,2016,Marius Copil,R,193,ROU,25,joven,202,260,Blaz Rola,L,186,SLO,25,joven,160,355,7-5 6-3 7-6(5),5,17,3,4,5,2,5
Davis Cup G1 R1: ROU vs SLO,Hard,D,2016-03-04,2016,Adrian Ungur,R,178,ROU,31,adulto,193,274,Grega Zemlja,R,183,SLO,29,adulto,181,300,4-6 4-6 6-3 7-6(3) 6-4,5,11,4,7,25,4,7
Davis Cup G1 R1: ROU vs SLO,Hard,D,2016-03-04,2016,Blaz Rola,L,186,SLO,25,joven,160,355,Adrian Ungur,R,178,ROU,31,adulto,193,274,6-3 6-4,3,4,0,1,1,4,7
Davis Cup G1 R1: ROU vs SLO,Hard,D,2016-03-04,2016,Marius Copil,R,193,ROU,25,joven,202,260,Tomislav Ternar,U,186,SLO,25,joven,639,48,6-3 6-3,3,1,0,0,0,1,1
Davis Cup G1 R2: RUS vs NED,Hard,D,2016-07-15,2016,Andrey Rublev,R,186,RUS,18,muy joven,193,278,Robin Haase,R,190,NED,29,adulto,95,615,7-6(2) 6-3 6-4,5,9,4,6,12,1,5
Davis Cup G1 R2: RUS vs NED,Hard,D,2016-07-15,2016,Teymuraz Gabashvili,R,188,RUS,31,adulto,103,596,Thiemo De Bakker,R,193,NED,27,adulto,132,426,6-7(3) 7-6(4) 6-4 6-4,5,17,15,20,13,4,11
Davis Cup G1 R2: RUS vs NED,Hard,D,2016-07-15,2016,Konstantin Kravchuk,R,190,RUS,31,adulto,105,585,Robin Haase,R,190,NED,29,adulto,95,615,6-4 7-6(5),3,6,2,2,8,1,2
Davis Cup G1 R2: RUS vs NED,Hard,D,2016-07-15,2016,Matwe Middelkoop,R,186,NED,32,adulto,582,51,Aslan Karatsev,R,186,RUS,22,joven,249,209,4-6 6-1 6-4,3,15,15,16,9,5,8
Davis Cup G1 R1: RUS vs SWE,Hard,D,2016-03-04,2016,Andrey Kuznetsov,R,185,RUS,25,joven,55,853,Isak Arvidsson,R,186,SWE,23,joven,658,43,4-6 6-1 6-1 6-4,5,5,4,7,9,9,17
Davis Cup G1 R1: RUS vs SWE,Hard,D,2016-03-04,2016,Teymuraz Gabashvili,R,188,RUS,30,adulto,48,918,Daniel Windahl,R,186,SWE,19,muy joven,930,16,6-3 6-1 6-1,5,2,8,11,2,6,16
Davis Cup G1 R1: RUS vs SWE,Hard,D,2016-03-04,2016,Teymuraz Gabashvili,R,188,RUS,30,adulto,48,918,Isak Arvidsson,R,186,SWE,23,joven,658,43,6-4 6-0,3,3,0,1,6,4,9
Davis Cup G1 R1: RUS vs SWE,Hard,D,2016-03-04,2016,Konstantin Kravchuk,R,190,RUS,31,adulto,129,463,Daniel Windahl,R,186,SWE,19,muy joven,930,16,6-2 6-2,3,3,2,3,0,6,11
Davis Cup G1 R2: UKR vs AUT,Hard,D,2016-07-15,2016,Illya Marchenko,R,185,UKR,28,adulto,84,679,Dennis Novak,R,186,AUT,22,joven,195,277,7-6(3) 5-7 6-3 6-2,5,10,19,22,4,14,19
Davis Cup G1 R2: UKR vs AUT,Hard,D,2016-07-15,2016,Sergiy Stakhovsky,R,193,UKR,30,adulto,85,670,Gerald Melzer,L,186,AUT,25,joven,108,575,6-3 6-4 6-3,5,10,2,2,3,10,14
Davis Cup G1 R2: UKR vs AUT,Hard,D,2016-07-15,2016,Jurgen Melzer,L,183,AUT,35,viejo,414,98,Illya Marchenko,R,185,UKR,28,adulto,84,679,3-6 6-3 3-6 7-5 6-3,5,16,8,13,12,19,25
Davis Cup G1 R2: UKR vs AUT,Hard,D,2016-07-15,2016,Sergiy Stakhovsky,R,193,UKR,30,adulto,85,670,Dennis Novak,R,186,AUT,22,joven,195,277,6-3 6-3 6-7(8) 7-5,5,24,6,9,2,8,15
Davis Cup G2 R2: ESA vs VEN,Hard,D,2016-07-15,2016,Marcelo Arevalo,R,186,ESA,25,joven,213,253,Jordi Munoz Abreu,U,186,VEN,26,joven,1205,6,6-1 6-1 7-5,5,3,0,1,1,11,18
Davis Cup G2 R2: ESA vs VEN,Hard,D,2016-07-15,2016,Ricardo Rodriguez,R,186,VEN,23,joven,539,64,Alejandro Gonzalez,R,186,COL,27,adulto,161,342,6-2 6-0 6-1,3,4,4,5,0,1,10
Davis Cup G2 R2: ESA vs VEN,Hard,D,2016-07-15,2016,Marcelo Arevalo,R,186,ESA,25,joven,213,253,Ricardo Rodriguez,R,186,VEN,23,joven,539,64,6-1 6-2 6-4,5,3,4,5,0,0,6
Davis Cup G2 R2: ESA vs VEN,Hard,D,2016-07-15,2016,Luis David Martinez,U,186,VEN,27,adulto,788,24,Rafael Arevalo,R,186,ESA,30,adulto,65,758,6-1 7-5 7-5,3,6,3,5,1,4,11
Davis Cup G2 R1: MEX vs GUA,Hard,D,2016-03-04,2016,Lucas Gomez,U,186,MEX,20,joven,543,62,Wilfredo Gonzalez,R,186,GUA,23,joven,1343,4,6-4 3-6 6-2 6-2,5,3,0,2,3,3,9
Davis Cup G2 R1: MEX vs GUA,Hard,D,2016-03-04,2016,Hans Hach Verdugo,U,186,MEX,26,joven,621,49,Christopher Diaz Figueroa,R,186,GUA,25,joven,528,66,7-6(5) 6-7(2) 4-6 6-3 6-2,5,11,15,18,8,8,13
Davis Cup G2 R1: MEX vs GUA,Hard,D,2016-03-04,2016,Christopher Diaz Figueroa,R,186,GUA,25,joven,528,66,Lucas Gomez,U,186,MEX,20,joven,543,62,6-2 6-2,3,4,10,12,2,4,10
Davis Cup G2 R1: MEX vs GUA,Hard,D,2016-03-04,2016,Wilfredo Gonzalez,R,186,GUA,23,joven,1343,4,Hans Hach Verdugo,U,186,MEX,26,joven,621,49,6-3 6-2,3,1,2,2,1,4,7
Davis Cup G2 R1: PAR vs VEN,Hard,D,2016-03-04,2016,Ricardo Rodriguez,R,186,VEN,22,joven,449,91,Bruno Britez,R,186,PAR,17,muy joven,65,758,6-7(8) 7-5 6-1 7-5,5,10,1,3,2,5,11
Davis Cup G2 R1: PAR vs VEN,Hard,D,2016-03-04,2016,Luis David Martinez,U,186,VEN,26,joven,613,50,Ayed Zatar,R,186,PAR,19,muy joven,65,758,7-5 3-6 7-6(7) 6-4,5,1,7,10,21,12,16
Davis Cup G2 R1: PAR vs VEN,Hard,D,2016-03-04,2016,Ricardo Rodriguez,R,186,VEN,22,joven,449,91,Francisco Yim Kim,R,186,PAR,21,joven,65,758,6-1 6-0,3,2,0,0,2,8,13
Davis Cup G2 R1: PAR vs VEN,Hard,D,2016-03-04,2016,Miguel Angel Este,U,186,VEN,17,muy joven,1336,4,Hernando Jose Escurra Isnardi,R,186,PAR,27,adulto,65,758,6-3 6-3,3,1,2,4,2,1,6
Davis Cup G2 R2: PER vs MEX,Clay,D,2016-07-15,2016,Mauricio Echazu,R,186,PER,27,adulto,665,38,Luis Patino,R,186,MEX,22,joven,780,25,5-7 6-4 6-4 7-6(3),5,2,13,20,5,13,21
Davis Cup G2 R2: PER vs MEX,Clay,D,2016-07-15,2016,Nicolas Alvarez,R,186,PER,28,adulto,42,1009,Lucas Gomez,U,186,MEX,20,joven,530,66,6-3 6-4 6-3,5,8,3,4,4,4,9
Davis Cup G2 R2: PER vs MEX,Clay,D,2016-07-15,2016,Mauricio Echazu,R,186,PER,27,adulto,665,38,Lucas Gomez,U,186,MEX,20,joven,530,66,6-2 6-4 6-3,5,6,1,4,2,8,16
Davis Cup G2 R2: PER vs MEX,Clay,D,2016-07-15,2016,Nicolas Alvarez,R,186,PER,28,adulto,42,1009,Luis Patino,R,186,MEX,22,joven,780,25,6-4 6-7(2) 6-3,3,3,11,13,1,10,15
Davis Cup G2 R3: PER vs VEN,Clay,D,2016-09-16,2016,Mauricio Echazu,R,186,PER,27,adulto,687,36,Jordi Munoz Abreu,U,186,VEN,26,joven,1343,4,6-3 6-1 2-6 6-2,5,5,14,19,0,11,20
Davis Cup G2 R3: PER vs VEN,Clay,D,2016-09-16,2016,Nicolas Alvarez,R,186,PER,28,adulto,42,1009,Ricardo Rodriguez,R,186,VEN,23,joven,686,36,6-4 6-2 6-0,5,5,6,8,0,3,11
Davis Cup G2 R3: PER vs VEN,Clay,D,2016-09-16,2016,Ricardo Rodriguez,R,186,VEN,23,joven,686,36,Mauricio Echazu,R,186,PER,27,adulto,687,36,2-6 6-4 6-3 6-3,5,1,11,16,1,6,13
Davis Cup G2 R3: PER vs VEN,Clay,D,2016-09-16,2016,Nicolas Alvarez,R,186,PER,28,adulto,42,1009,Luis David Martinez,U,186,VEN,27,adulto,740,29,4-6 6-4 7-6(2) 6-1,5,11,12,14,8,3,8
Davis Cup G2 R1: PUR vs ESA,Hard,D,2016-03-04,2016,Sebastian Arcila,R,186,PUR,28,adulto,42,1009,Alberto Emmanuel Alvarado Larin,U,186,ESA,21,joven,65,758,6-4 6-4 6-2,3,0,4,6,1,7,13
Davis Cup G2 R1: PUR vs ESA,Hard,D,2016-03-04,2016,Marcelo Arevalo,R,186,ESA,25,joven,316,151,Alex Diaz,R,186,PUR,18,muy joven,65,758,6-2 6-2 6-0,5,8,1,2,2,8,16
Davis Cup G2 R1: PUR vs ESA,Hard,D,2016-03-04,2016,Marcelo Arevalo,R,186,ESA,25,joven,316,151,Sebastian Arcila,R,186,PUR,27,adulto,65,758,6-2 7-5 6-1,5,9,2,4,1,3,11
Davis Cup G2 R1: PUR vs ESA,Hard,D,2016-03-04,2016,Ignacio Garcia,R,186,PUR,28,adulto,42,1009,Sebastian Quiros,R,186,ESA,17,muy joven,1774,1,6-1 6-2,3,2,5,5,4,5,10
Davis Cup G2 R1: URU vs PER,Clay,D,2016-03-04,2016,Jorge Brian Panta Herreros,U,186,PER,20,joven,747,31,Martin Cuevas,R,186,URU,24,joven,580,56,5-7 7-5 6-7(5) 7-6(4) 6-4,5,7,3,5,5,4,8
Davis Cup G2 R1: URU vs PER,Clay,D,2016-03-04,2016,Mauricio Echazu,R,186,PER,27,adulto,638,48,Santiago Maresca,U,186,URU,21,joven,1539,3,6-7(5) 6-1 6-2 6-1,5,7,3,5,5,4,8
Davis Cup G2 R1: URU vs PER,Clay,D,2016-03-04,2016,Martin Cuevas,R,186,URU,24,joven,580,56,Mauricio Echazu,R,186,PER,27,adulto,638,48,7-5 6-1 6-4,3,7,3,5,5,4,8
Davis Cup G2 R1: URU vs PER,Clay,D,2016-03-04,2016,Juan Pablo Varillas Patino Samudio,R,186,PER,20,joven,664,43,Rodrigo Arus,U,186,URU,21,joven,65,758,5-7 5-7 6-1 6-4 6-2,5,7,3,5,5,4,8
Davis Cup G2 R1: PHI vs KUW,Clay,D,2016-03-04,2016,Jeson Patrombon,R,186,PHI,22,joven,1198,7,Abdulrahman Alawadhi,R,186,KUW,24,joven,65,758,6-0 6-2 6-1,5,2,6,6,1,3,11
Davis Cup G2 R1: PHI vs KUW,Clay,D,2016-03-04,2016,Ruben Gonzales,R,186,PHI,30,adulto,42,1009,Mohammad Ghareeb,R,186,KUW,35,viejo,65,758,7-6(2) 6-2 1-6 6-7(6) 5-5 RET,3,13,12,17,9,11,16
Davis Cup G2 R1: PHI vs KUW,Clay,D,2016-03-04,2016,Jeson Patrombon,R,186,PHI,22,joven,1198,7,Abdulhamid Mubarak,U,186,KUW,21,joven,65,758,7-6(5) 6-3,3,0,4,6,0,8,12
Davis Cup G2 R1: PHI vs KUW,Clay,D,2016-03-04,2016,Francis Casey Alcantara,U,186,PHI,24,joven,1270,5,Ali Ghareeb,U,186,KUW,29,adulto,2005,1,6-2 6-1,3,8,1,3,0,3,10
Davis Cup G2 R1: SRI vs THA,Hard,D,2016-03-04,2016,Harshana Godamanna,L,186,SRI,30,adulto,42,1009,Puriwat Chatpatcharoen,U,186,THA,20,joven,727,33,6-3 6-7(4) 6-3 6-3,5,14,4,5,11,4,9
Davis Cup G2 R1: SRI vs THA,Hard,D,2016-03-04,2016,Pruchya Isarow,R,186,THA,20,joven,799,26,Sharmal Dissanayake,R,186,SRI,19,muy joven,1774,1,6-2 6-3 6-3,5,9,3,5,1,8,15
Davis Cup G2 R1: SRI vs THA,Hard,D,2016-03-04,2016,Sharmal Dissanayake,R,186,SRI,19,muy joven,1774,1,Puriwat Chatpatcharoen,U,186,THA,20,joven,727,33,4-6 2-6 6-3 6-3 6-1,5,11,17,23,10,13,21
Davis Cup G2 R1: SRI vs THA,Hard,D,2016-03-04,2016,Pruchya Isarow,R,186,THA,20,joven,799,26,Harshana Godamanna,L,186,SRI,30,adulto,65,758,6-4 6-7(5) 6-3 7-6(6),5,11,5,7,9,13,17
Davis Cup G2 R1: TPE vs MAS,Hard,D,2016-03-04,2016,Mohd Assri Merzuki,R,186,MAS,21,joven,42,1009,Jui Chen Hung,R,186,TPE,25,joven,601,52,6-2 6-7(6) 0-6 6-1 6-4,5,7,5,13,2,7,17
Davis Cup G2 R1: TPE vs MAS,Hard,D,2016-03-04,2016,Liang Chi Huang,R,186,TPE,23,joven,353,130,Syed Mohd Agil Syed Naguib,R,186,MAS,22,joven,65,758,6-0 6-0 6-2,5,4,1,2,2,4,13
Davis Cup G2 R1: TPE vs MAS,Hard,D,2016-03-04,2016,Liang Chi Huang,R,186,TPE,23,joven,353,130,Mohd Assri Merzuki,R,186,MAS,21,joven,65,758,6-1 6-2 6-2,5,1,2,2,7,8,14
Davis Cup G2 R1: TPE vs MAS,Hard,D,2016-03-04,2016,Jui Chen Hung,R,186,TPE,25,joven,601,52,Hao Sheng Koay,U,186,MAS,17,muy joven,65,758,7-5 6-1,3,3,1,2,2,3,7
Davis Cup G2 R2: TPE vs PHI,Clay,D,2016-07-15,2016,Ti Chen,R,183,TPE,32,adulto,227,238,Ruben Gonzales,R,186,PHI,30,adulto,65,758,6-2 2-6 6-2 6-2,5,2,5,8,9,4,11
Davis Cup G2 R2: TPE vs PHI,Clay,D,2016-07-15,2016,Liang Chi Huang,R,186,TPE,24,joven,529,66,Francis Casey Alcantara,U,186,PHI,24,joven,1189,6,6-1 3-6 6-7(4) 6-1 1-0 RET,3,9,7,11,4,2,10
Davis Cup G2 R2: TPE vs PHI,Clay,D,2016-07-15,2016,Ti Chen,R,183,TPE,32,adulto,227,238,Jeson Patrombon,R,186,PHI,23,joven,1121,8,3-6 7-6(4) 6-0 6-1,5,1,11,17,2,3,12
Davis Cup G2 R3: TPE vs THA,Hard,D,2016-09-16,2016,Kittipong Wachiramanowong,R,183,THA,26,joven,1205,6,Tsung Hua Yang,R,186,TPE,25,joven,447,87,7-6(6) 6-4 6-1,5,8,5,7,7,3,9
Davis Cup G2 R3: TPE vs THA,Hard,D,2016-09-16,2016,Kuan Yi Lee,U,186,TPE,20,joven,504,72,Pruchya Isarow,R,186,THA,20,joven,987,12,7-6(3) 5-0 RET,3,5,4,5,6,1,4
Davis Cup G2 R3: TPE vs THA,Hard,D,2016-09-16,2016,Tsung Hua Yang,R,186,TPE,25,joven,447,87,Pruchya Isarow,R,186,THA,20,joven,987,12,6-3 6-4 RET,3,13,3,3,6,1,3
Davis Cup G2 R3: TPE vs THA,Hard,D,2016-09-16,2016,Kuan Yi Lee,U,186,TPE,20,joven,504,72,Kittipong Wachiramanowong,R,183,THA,26,joven,1205,6,4-6 6-3 6-2 7-6(4),5,12,7,13,3,6,14
Davis Cup G2 R1: VIE vs INA,Hard,D,2016-03-04,2016,Christopher Rungkat,R,186,INA,26,joven,462,86,Minhtuan Pham,R,186,VIE,22,joven,65,758,6-1 6-1 6-2,5,1,8,9,1,1,9
Davis Cup G2 R1: VIE vs INA,Hard,D,2016-03-04,2016,Nam Hoang Ly,R,186,VIE,19,muy joven,884,19,Aditya Hari Sasongko,U,186,INA,27,adulto,1436,3,6-1 6-4 6-2,3,3,4,7,5,3,11
Davis Cup G2 R1: VIE vs INA,Hard,D,2016-03-04,2016,Christopher Rungkat,R,186,INA,26,joven,462,86,Nam Hoang Ly,R,186,VIE,19,muy joven,884,19,6-4 6-1 2-0 RET,3,10,0,1,1,3,9
Davis Cup G2 R1: VIE vs INA,Hard,D,2016-03-04,2016,Thien Nguyen Hoang,R,186,VIE,20,joven,42,1009,Aditya Hari Sasongko,U,186,INA,27,adulto,1436,3,3-6 6-2 3-6 6-4 6-4,5,4,9,16,6,8,16
Davis Cup G2 R2: VIE vs THA,Hard,D,2016-07-15,2016,Kittipong Wachiramanowong,R,183,THA,26,joven,933,15,Nam Hoang Ly,R,186,VIE,19,muy joven,870,18,3-6 6-1 6-0 RET,3,8,4,5,2,5,10
Davis Cup G2 R2: VIE vs THA,Hard,D,2016-07-15,2016,Pruchya Isarow,R,186,THA,20,joven,904,16,Thien Nguyen Hoang,R,186,VIE,21,joven,65,758,5-7 6-2 6-4 6-2,5,14,3,5,8,9,15
Davis Cup G2 R2: VIE vs THA,Hard,D,2016-07-15,2016,Pruchya Isarow,R,186,THA,20,joven,904,16,Minhtuan Pham,R,186,VIE,22,joven,65,758,6-3 4-6 7-6(4),3,18,3,6,3,1,4
Davis Cup G2 R2: VIE vs THA,Hard,D,2016-07-15,2016,Kittipong Wachiramanowong,R,183,THA,26,joven,933,15,Dac Tien Nguyen,R,186,VIE,17,muy joven,65,758,6-0 6-3,3,6,0,0,3,2,6
Davis Cup G2 R1: BIH vs TUN,Carpet,D,2016-03-04,2016,Mirza Basic,R,186,BIH,24,joven,133,454,Anis Ghorbel,R,186,TUN,26,joven,564,59,6-2 6-4 6-2,5,19,0,1,13,4,10
Davis Cup G2 R1: BIH vs TUN,Carpet,D,2016-03-04,2016,Malek Jaziri,R,185,TUN,32,adulto,107,524,Tomislav Brkic,R,186,BIH,25,joven,297,163,6-7(5) 6-2 7-6(7) 6-7(5) 6-4,5,23,6,9,15,8,14
Davis Cup G2 R1: BIH vs TUN,Carpet,D,2016-03-04,2016,Mirza Basic,R,186,BIH,24,joven,133,454,Malek Jaziri,R,185,TUN,32,adulto,107,524,5-7 4-6 7-6(6) 7-6(16) 6-3,5,26,1,4,13,4,6
Davis Cup G2 R3: BLR vs DEN,Hard,D,2016-09-16,2016,Frederik Nielsen,R,190,DEN,33,viejo,418,100,Yaraslau Shyla,R,186,BLR,23,joven,537,63,7-5 6-3 1-6 2-6 7-5,5,7,11,18,6,12,18
Davis Cup G2 R3: BLR vs DEN,Hard,D,2016-09-16,2016,Ilya Ivashka,R,186,BLR,22,joven,167,336,Andreas Bjerrehus,U,186,DEN,24,joven,65,758,6-2 6-0 6-0,5,4,4,5,0,3,12
Davis Cup G2 R3: BLR vs DEN,Hard,D,2016-09-16,2016,Ilya Ivashka,R,186,BLR,22,joven,167,336,Frederik Nielsen,R,190,DEN,33,viejo,418,100,6-4 4-6 7-5 5-7 6-4,5,8,9,14,3,14,20
Davis Cup G2 R3: BLR vs DEN,Hard,D,2016-09-16,2016,Egor Gerasimov,R,186,BLR,23,joven,211,263,Benjamin Hannestad,R,186,DEN,19,muy joven,1055,9,6-7(7) 6-4 6-2,3,8,4,6,1,3,8
Davis Cup G2 R1: BUL vs TUR,Hard,D,2016-03-04,2016,Cem Ilkel,R,186,TUR,20,joven,461,87,Dimitar Kuzmanov,R,186,BUL,22,joven,304,159,7-6(4) 1-6 6-4 1-6 7-5,5,10,2,8,2,3,6
Davis Cup G2 R1: BUL vs TUR,Hard,D,2016-03-04,2016,Marsel Ilhan,R,190,TUR,28,adulto,139,412,Alexandar Lazarov,R,186,BUL,18,muy joven,65,758,6-4 6-2 6-3,5,7,2,2,10,7,12
Davis Cup G2 R1: BUL vs TUR,Hard,D,2016-03-04,2016,Marsel Ilhan,R,190,TUR,28,adulto,139,412,Dimitar Kuzmanov,R,186,BUL,22,joven,304,159,4-6 6-2 6-4 4-6 6-0,5,10,7,12,8,4,13
Davis Cup G2 R1: BUL vs TUR,Hard,D,2016-03-04,2016,Alexandar Lazarov,R,186,BUL,18,muy joven,42,1009,Altug Celikbilek,U,186,TUR,19,muy joven,569,58,4-6 6-4 6-4,3,4,10,13,11,9,13
Davis Cup G2 R1: EGY vs BLR,Clay,D,2016-03-04,2016,Egor Gerasimov,R,186,BLR,23,joven,173,321,Karim Mohamed Maamoun,R,186,EGY,24,joven,420,100,6-2 6-3 6-1,3,3,0,3,2,11,20
